"","ID","Drug","MOSE","M378","SpecificToMOSE","SpecificToM378"
"1276","N1318","Vitexicarpin",1.043347783,0.67936621,"Not Specific","Specific"
"1277","N1319","Vitexin",1.862620874,0.871639665,"Not Specific","Not Specific"
"1278","N1327","Loganin",1.715571857,0.875912409,"Not Specific","Not Specific"
"1279","N1332","Psoralen",1.806602201,0.937155065,"Not Specific","Not Specific"
"1280","N1335","5-hydroxymethyl-2-furaldehyde",1.73657886,0.941427808,"Not Specific","Not Specific"
"1281","N1336","Chrysin",1.808936312,0.850275948,"Not Specific","Not Specific"
"1282","N1342","Cimifugin",1.374791597,0.905821613,"Not Specific","Not Specific"
"1283","N1347","Syringin",1.239413138,1.072458608,"Not Specific","Not Specific"
"1284","N1350","Ecdysterone",1.540513505,0.910094356,"Not Specific","Not Specific"
"1285","N1352","Catalpol",1.211403801,0.994124978,"Not Specific","Not Specific"
"1286","N1353","6-gingerol",1.297765922,0.897276126,"Not Specific","Not Specific"
"1287","N1356","Asiatic acid",2.187062354,0.878760904,"Not Specific","Not Specific"
"1288","N1357","Asiaticoside",2.226742247,0.883033648,"Not Specific","Not Specific"
"1289","N1358","Isorhamnetin",2.229076359,0.883033648,"Not Specific","Not Specific"
"1290","N1359","Magnolol",1.965321774,0.846003205,"Not Specific","Not Specific"
"1291","N1360","Geniposide",1.769256419,0.905821613,"Not Specific","Not Specific"
"1292","N1362","Sesamin",1.72024008,0.945700552,"Not Specific","Not Specific"
"1293","N1368","Berberine",1.146048683,1.086701086,"Not Specific","Not Specific"
"1294","N1369","Bergenin",1.195065022,0.945700552,"Not Specific","Not Specific"
"1295","N1370","Naringenin",1.293097699,0.969912765,"Not Specific","Not Specific"
"1296","N1375","Solamargine",0.40846949,0.227879651,"Not Specific","Specific"
"1297","N1382","Catharanthine",1.470490163,0.957094534,"Not Specific","Not Specific"
"1298","N1390","Dehydroandrographolide",1.836945649,0.999821969,"Not Specific","Not Specific"
"1299","N1392","Leonurine hydrochloride",1.773924642,1.014064447,"Not Specific","Not Specific"
"1300","N1393","3-Hydroxy-4-methoxycinnamic acid",1.587195732,0.921488339,"Not Specific","Not Specific"
"1301","N1412","Calycosin",1.699233078,0.917215596,"Not Specific","Not Specific"
"1302","N1413","Calycosin-7-glucoside",1.428476159,0.883033648,"Not Specific","Not Specific"
"1303","N1420","Homovanillic acid",1.458819607,1.063913121,"Not Specific","Not Specific"
"1304","N1426","Irisflorentin",1.475158386,0.99270073,"Not Specific","Not Specific"
"1305","N1432","Curdione",1.330443481,1.129428521,"Not Specific","Not Specific"
"1306","N1440","Asperosaponin Ⅵ",1.400466822,1.00551896,"Not Specific","Not Specific"
"1307","N1441","Fraxinellone",1.318772924,0.961367278,"Not Specific","Not Specific"
"1308","N1442","Theophylline",1.272090697,0.924336835,"Not Specific","Not Specific"
"1309","N1447","10-Gingerol",1.153051017,0.252091864,"Not Specific","Specific"
"1310","N1457","Mesaconitine",1.335111704,0.86879117,"Not Specific","Not Specific"
"1311","N1461","Harpagoside",1.316438813,0.8816094,"Not Specific","Not Specific"
"1312","N1470","Crotaline",1.365455152,0.991276482,"Not Specific","Not Specific"
"1313","N1480","Linderane",1.349116372,0.928609578,"Not Specific","Not Specific"
"1314","N1482","Cinnamaldehyde",1.297765922,0.978458252,"Not Specific","Not Specific"
"1315","N1486","Lathyrol",1.197399133,1.034003917,"Not Specific","Not Specific"
"1316","N1489","Morroniside",1.115705235,1.055367634,"Not Specific","Not Specific"
"1317","N1490","Brucine",1.09064256,0.81124498,"Not Specific","Not Specific"
"1318","N1492","vitexin-2″-o-rhamnoside",0.926459809,0.853012048,"Not Specific","Not Specific"
"1319","N1496","Tyrosol",1.016369411,0.820883534,"Not Specific","Not Specific"
"1320","N1498","Platycodin D",0.832641095,0.819277108,"Not Specific","Not Specific"
"1321","N1500","Germacrone",1.088688004,0.824096386,"Not Specific","Not Specific"
"1322","N1503","Fructose",1.157097484,0.862650602,"Not Specific","Not Specific"
"1323","N1504","Homoharringtonine",0.453457122,0.697188755,"Specific","Not Specific"
"1324","N1507","Bufalin",0.981187393,0.846586345,"Not Specific","Not Specific"
"1325","N1520","Mulberroside A",1.004642072,0.865863454,"Not Specific","Not Specific"
"1326","N1521","Dehydrodiisoeugenol",0.965550941,1.029718876,"Not Specific","Not Specific"
"1327","N1523","Myrislignan",0.965550941,0.918875502,"Not Specific","Not Specific"
"1328","N1526","Hydroxysafflor yellow A",1.243097972,1.066666667,"Not Specific","Not Specific"
"1329","N1528","Sec-O-Glucosylhamaudol",0.996823846,1.052208835,"Not Specific","Not Specific"
"1330","N1531","Betulinaldehyde",1.04568776,1.01686747,"Not Specific","Not Specific"
"1331","N1539","Patchouli alcohol",0.992914732,0.986345382,"Not Specific","Not Specific"
"1332","N1548","Solasonine",0.895186904,0.995983936,"Not Specific","Not Specific"
"1333","N1550","Alisol B 23-acetate",1.004642072,1.00562249,"Not Specific","Not Specific"
"1334","N1551","Linderalactone",1.026142194,1.037751004,"Not Specific","Not Specific"
"1335","N1555","Lycorine chloride",0.510139262,0.53815261,"Not Specific","Not Specific"
"1336","N1563","Eriocitrin",1.176643049,0.99437751,"Not Specific","Not Specific"
"1337","N1573","Theobromine",1.035914977,1.060240964,"Not Specific","Not Specific"
"1338","N1578","Nuciferine",1.03982409,1.010441767,"Not Specific","Not Specific"
"1339","N1579","Glabridin",1.073051551,1.13253012,"Not Specific","Not Specific"
"1340","N1582","Helicid",0.934278036,1.024899598,"Not Specific","Not Specific"
"1341","N1592","(+)-Bicuculline",0.961641828,0.928514056,"Not Specific","Not Specific"
"1342","N1595","Raddeanin A",0.334229172,0.263453815,"Not Specific","Not Specific"
"1343","N1597","Protopanaxdiol",0.975323723,0.909236948,"Not Specific","Not Specific"
"1344","N1599","Jatrorrhizine Hydrochloride",1.086733447,1.000803213,"Not Specific","Not Specific"
"1345","N1600","Evodiamine",1.010505742,0.925301205,"Not Specific","Not Specific"
"1346","N1601","Tubeimoside I",0.84632299,0.801606426,"Not Specific","Not Specific"
"1347","N1605","Echinacoside",1.032005864,0.967068273,"Not Specific","Not Specific"
"1348","N1607","Notoginsenoside R1",1.073051551,1.026506024,"Not Specific","Not Specific"
"1349","N1609","Ginsenoside Rh2",0.992914732,1.069879518,"Not Specific","Not Specific"
"1350","N1613","Ginsenoside Rg1",1.22746152,1.06184739,"Not Specific","Not Specific"
"1351","N1615","Ginsenoside Re",0.994869289,1.106827309,"Not Specific","Not Specific"
"1352","N1616","Ginsenoside Rd",0.996823846,0.987951807,"Not Specific","Not Specific"
"1353","N1619","Ginsenoside Rb2",0.975323723,0.989558233,"Not Specific","Not Specific"
"1354","N1620","Ginsenoside Rb1",1.157097484,1.055421687,"Not Specific","Not Specific"
"1355","N1625","Formononetin",1.239188859,0.939759036,"Not Specific","Not Specific"
"1356","N1627","Arctiin",1.170779379,0.878714859,"Not Specific","Not Specific"
"1357","N1630","Indigo",1.063278769,0.912449799,"Not Specific","Not Specific"
"1358","N1633","Eleutheroside E",0.961641828,0.941365462,"Not Specific","Not Specific"
"1359","N1644","Hyodeoxycholic acid",0.955778158,0.930120482,"Not Specific","Not Specific"
"1360","N1645","Phytic acid",1.000732959,1.068273092,"Not Specific","Not Specific"
"1361","N1647","Tectorigenin",1.161006597,0.989558233,"Not Specific","Not Specific"
"1362","N1650","Ligustrazine Hydrochloride",0.996823846,1.023293173,"Not Specific","Not Specific"
"1363","N1651","Nicotinamide",1.008551185,1.00562249,"Not Specific","Not Specific"
"1364","N1653","Crocin",1.071096995,0.955823293,"Not Specific","Not Specific"
"1365","N1656","Schizandrin B",1.15318837,0.946184739,"Not Specific","Not Specific"
"1366","N1657","Schizandrin A",1.512826777,0.910843373,"Not Specific","Not Specific"
"1367","N1659","1-Deoxynojirimycin",1.446371854,0.925301205,"Not Specific","Not Specific"
"1368","N1663","Madecassoside",1.250916198,0.947791165,"Not Specific","Not Specific"
"1369","N1669","Deoxycholic acid",1.094551674,0.933333333,"Not Specific","Not Specific"
"1370","N1672","Honokiol",0.84632299,0.931726908,"Not Specific","Not Specific"
"1371","N1674","Piperine",0.97141461,0.978313253,"Not Specific","Not Specific"
"1372","N1677","Sennoside B",1.086733447,1.044176707,"Not Specific","Not Specific"
"1373","N1678","Sennoside A",1.065233325,1.095582329,"Not Specific","Not Specific"
"1374","N1679","Dihydrocapsaicin",0.930368923,0.952610442,"Not Specific","Not Specific"
"1375","N1680","Cholic acid",1.147324701,0.992771084,"Not Specific","Not Specific"
"1376","N1681","Hordenine",1.258734425,0.952610442,"Not Specific","Not Specific"
"1377","N1686","Cantharidin",0.713413144,0.763052209,"Not Specific","Not Specific"
"1378","N1687","Punicalagin",1.282189103,0.793574297,"Not Specific","Not Specific"
"1379","N1690","D-(+)-Xylose",1.209870511,0.986345382,"Not Specific","Not Specific"
"1380","N1691","D-(-)-Quinic acid",1.123870022,0.931726908,"Not Specific","Not Specific"
"1381","N1692","(+)-Catechin hydrate",0.926459809,0.978313253,"Not Specific","Not Specific"
"1382","N1697","Procyanidin",1.084778891,1.036144578,"Not Specific","Not Specific"
"1383","N1698","Protodioscin",0.860004886,0.930120482,"Not Specific","Not Specific"
"1384","N1699","Berberine hydrochloride",0.760322502,1.113253012,"Not Specific","Not Specific"
"1385","N1700","Betaine hydrochloride",1.149279257,1.037751004,"Not Specific","Not Specific"
"1386","N1701","Coptisine chloride",1.012460298,0.859437751,"Not Specific","Not Specific"
"1387","N1704","Yohimbine Hydrochloride",1.194234058,1.079518072,"Not Specific","Not Specific"
"1388","N1705","Icariin",1.047642316,0.928514056,"Not Specific","Not Specific"
"1389","N1707","Coumarin",1.172733936,1.044176707,"Not Specific","Not Specific"
"1390","N1708","Stevioside",1.178597606,1.004016064,"Not Specific","Not Specific"
"1391","N1709","Betaine",1.139506474,1.055421687,"Not Specific","Not Specific"
"1392","N1710","Gastrodin",1.047642316,0.986345382,"Not Specific","Not Specific"
"1393","N1711","Silymarin",1.069142438,1.073092369,"Not Specific","Not Specific"
"1394","N1712","Bisdemethoxycurcumin",1.344734913,1.026506024,"Not Specific","Not Specific"
"1395","N1713","Dihydroartemisinin",0.899096018,0.838554217,"Not Specific","Not Specific"
"1396","N1714","Arbutin",1.188370388,1.032931727,"Not Specific","Not Specific"
"1397","N1715","Diosgenin",0.963596384,1.042570281,"Not Specific","Not Specific"
"1398","N1718","Paeoniflorin",1.135597361,0.957429719,"Not Specific","Not Specific"
"1399","N1719","Kaempferol",1.313462008,1.000803213,"Not Specific","Not Specific"
"1400","N1722","Sinomenine",1.233325189,0.978313253,"Not Specific","Not Specific"
"1401","N1723","Dioscin",0.623503543,0.76626506,"Not Specific","Not Specific"
"1402","N1725","Xylitol",1.094551674,0.957429719,"Not Specific","Not Specific"
"1403","N1726","Rosavin",1.053505986,1.06184739,"Not Specific","Not Specific"
"1404","N1729","Aescin",1.024187637,1.069879518,"Not Specific","Not Specific"
"1405","N1735","Caffeic acid",1.026315789,1.068143101,"Not Specific","Not Specific"
"1406","N1736","Sophocarpine",0.866776316,0.909710392,"Not Specific","Not Specific"
"1407","N1738","Cytisine",0.855263158,0.892674617,"Not Specific","Not Specific"
"1408","N1743","Curcumol",0.84375,0.873935264,"Not Specific","Not Specific"
"1409","N1745","Cryptochlorogenic acid",0.863486842,0.834752981,"Not Specific","Not Specific"
"1410","N1748","Isochlorogenic acid C",1.004934211,0.870528109,"Not Specific","Not Specific"
"1411","N1750","Isoliquiritin",1.126644737,0.889267462,"Not Specific","Not Specific"
"1412","N1753","Scutellarin",0.873355263,0.836456559,"Not Specific","Not Specific"
"1413","N1754","Isochlorogenic acid B",0.939144737,0.889267462,"Not Specific","Not Specific"
"1414","N1755","Isochlorogenic acid A",0.924342105,0.884156729,"Not Specific","Not Specific"
"1415","N1764","6,7-Dihydroxycoumarin",0.879934211,0.865417376,"Not Specific","Not Specific"
"1416","N1765","Fraxetin",1.001644737,1.313458262,"Not Specific","Not Specific"
"1417","N1766","Esculin",0.827302632,1.001703578,"Not Specific","Not Specific"
"1418","N1768","Rosmarinic acid",0.800986842,1.148211244,"Not Specific","Not Specific"
"1419","N1769","Chlorogenic acid",0.840460526,1.199318569,"Not Specific","Not Specific"
"1420","N1778","Baicalin",0.761513158,0.911413969,"Not Specific","Not Specific"
"1421","N1783","Polydatin",1.360197368,0.97274276,"Not Specific","Not Specific"
"1422","N1785","Glycitein",1.131578947,0.848381601,"Not Specific","Not Specific"
"1423","N1786","Astragaloside IV",0.805921053,1.064735945,"Not Specific","Not Specific"
"1424","N1789","Salidroside",1.088815789,0.960817717,"Not Specific","Not Specific"
"1425","N1790","Podophyllotoxin",0.509868421,0.778534923,"Specific","Not Specific"
"1426","N1792","Glycyrrhizic acid",0.925986842,0.870528109,"Not Specific","Not Specific"
"1427","N1794","Liquiritin",1.074013158,1.233390119,"Not Specific","Not Specific"
"1428","N1796","Coenzyme Q10",0.763157895,1.134582624,"Not Specific","Not Specific"
"1429","N1798","Tetrandrine",0.544407895,0.916524702,"Specific","Not Specific"
"1430","N1799","Fangchinoline",0.59375,0.98637138,"Specific","Not Specific"
"1431","N1802","Oridonin",0.636513158,0.710391823,"Not Specific","Not Specific"
"1432","N1803","Salvianolic acid A",1.391447368,1.231686542,"Not Specific","Not Specific"
"1433","N1804","Sodium Danshensu",1.40625,0.942078365,"Not Specific","Not Specific"
"1434","N1806","Salvianolic acid B",1.225328947,1.398637138,"Not Specific","Not Specific"
"1435","N1807","Daidzin",0.896381579,0.853492334,"Not Specific","Not Specific"
"1436","N1809","Hesperidin",0.932565789,1.475298126,"Not Specific","Not Specific"
"1437","N1810","Rhein",0.9375,0.923339012,"Not Specific","Not Specific"
"1438","N1815","Glycitin",0.958881579,1.139693356,"Not Specific","Not Specific"
"1439","N1817","p-Coumaric acid",0.868421053,1.364565588,"Not Specific","Not Specific"
"1440","N1823","Ursolic acid",0.815789474,1.265758092,"Not Specific","Not Specific"
"1441","N1825","Osthole",0.981907895,1.192504259,"Not Specific","Not Specific"
"1442","N1826","Oleanolic acid",1.055921053,1.371379898,"Not Specific","Not Specific"
"1443","N1827","Artemisinine",1.235197368,1.311754685,"Not Specific","Not Specific"
"1444","N1828","Apigenin",1.129934211,1.180579216,"Not Specific","Not Specific"
"1445","N1829","Shikimic acid",1.131578947,1.340715503,"Not Specific","Not Specific"
"1446","N1830","Gallic acid",1.042763158,1.078364566,"Not Specific","Not Specific"
"1447","N1831","Luteolin",0.940789474,1.313458262,"Not Specific","Not Specific"
"1448","N1833","Rutin",0.833881579,1.057921635,"Not Specific","Not Specific"
"1449","N1835","Oxymatrine",1.026315789,1.163543441,"Not Specific","Not Specific"
"1450","N1837","Amygdalin",0.957236842,1.320272572,"Not Specific","Not Specific"
"1451","N1838","Hyperoside",0.865131579,1.277683135,"Not Specific","Not Specific"
"1452","N1839","Curcumin",0.837171053,1.366269165,"Not Specific","Not Specific"
"1453","N1840","Quercitrin",0.850328947,1.649063032,"Not Specific","Not Specific"
"1454","N1841","Quercetin",1.057565789,1.454855196,"Not Specific","Not Specific"
"1455","N1842","Taxifolin",1.366776316,1.465076661,"Not Specific","Not Specific"
"1456","N1843","Cryptotanshinone",1.305921053,1.33560477,"Not Specific","Not Specific"
"1457","N1844","Dihydrotanshinone I",0.945723684,1.071550256,"Not Specific","Not Specific"
"1458","N1845","Tanshinone I",0.998355263,0.413969336,"Not Specific","Specific"
"1459","N1846","Tanshinone IIA",0.975328947,1.218057922,"Not Specific","Not Specific"
"1460","N1847","Paeonol",1.078947368,1.245315162,"Not Specific","Not Specific"
"1461","N1849","Dihydromyricetin",0.856907895,1.304940375,"Not Specific","Not Specific"
"1462","N1850","Myricetin",0.809210526,1.371379898,"Not Specific","Not Specific"
"1463","N1852","Chrysophanol",0.917763158,1.26746167,"Not Specific","Not Specific"
"1464","N1853","Physcion",0.78125,1.477001704,"Not Specific","Not Specific"
"1465","N1855","Andrographolide",1.141447368,1.359454855,"Not Specific","Not Specific"
"1466","N1856","Hesperitin",1.401315789,1.354344123,"Not Specific","Not Specific"
"1467","N1857","Neochlorogenic acid",1.248355263,1.245315162,"Not Specific","Not Specific"
"1468","N1858","Baicalein",1.274671053,1.207836457,"Not Specific","Not Specific"
"1469","N1859","Imperatorin",1.065789474,1.238500852,"Not Specific","Not Specific"
"1470","N1862","Daidzein",0.978618421,0.824531516,"Not Specific","Not Specific"
"1471","N1863","Oleuropein",1.143092105,1.26746167,"Not Specific","Not Specific"
"1472","N1864","Toosendanin",0.506578947,0.928449744,"Specific","Not Specific"
"1473","N1867","Reserpine",0.777960526,1.187393526,"Not Specific","Not Specific"
"1474","N1871","5-HTP",0.856907895,1.255536627,"Not Specific","Not Specific"
"1475","N1872","Epigallocatechin",0.842105263,1.311754685,"Not Specific","Not Specific"
"1476","N1875","DL-Menthol",1.032894737,1.407155026,"Not Specific","Not Specific"
"1477","N1876","Phloridzin",1.003289474,1.407155026,"Not Specific","Not Specific"
"1478","N1877","Cinnamic acid",0.981907895,1.238500852,"Not Specific","Not Specific"
"1479","N1878","Fumalic acid",0.944078947,1.156729131,"Not Specific","Not Specific"
"1480","N1879","Ginkgolide B",0.814144737,1.233390119,"Not Specific","Not Specific"
"1481","N1880","D-(-)-Salicin",0.861842105,1.173764906,"Not Specific","Not Specific"
"1482","N1883","Angelicin",1.088815789,1.260647359,"Not Specific","Not Specific"
"1483","N1885","Saikosaponin A",0.363486842,0.870528109,"Specific","Not Specific"
"1484","N1887","Saikosaponin D",0.304276316,0.538330494,"Specific","Not Specific"
"1485","N1890","Compound K",0.851973684,1.112436116,"Not Specific","Not Specific"
"1486","N1897","astragalin",1.008223684,1.030664395,"Not Specific","Not Specific"
"1487","N1898","Gentiopicrin",1.098684211,1.110732538,"Not Specific","Not Specific"
"1488","N1900","Ginkgolide A",1.215460526,1.068143101,"Not Specific","Not Specific"
"1489","N1901","Z-Ligustilide",1.115131579,1.008517888,"Not Specific","Not Specific"
"1490","N1902","Ononin",1.03125,1.051107325,"Not Specific","Not Specific"
"1491","N1904","Rhynchophylline",0.972039474,1.189097104,"Not Specific","Not Specific"
"1492","N1908","Ginkgolide C",1.110197368,1.231686542,"Not Specific","Not Specific"
"1493","N1911","Picroside II",0.998165138,0.754543819,"Not Specific","Not Specific"
"1494","N1915","Timosaponin A3",0.880733945,0.733129386,"Not Specific","Not Specific"
"1495","N1924","Polyphyllin A",0.30988787,0.714234299,"Specific","Not Specific"
"1496","N1925","Polyphyllin D",0.523547401,0.634874933,"Not Specific","Not Specific"
"1497","N1929","Timosaponin b- II",0.963914373,0.692819867,"Not Specific","Not Specific"
"1498","N1935","L-Carnitine inner salt",0.931294597,0.677703797,"Not Specific","Not Specific"
"1499","N1937","Anemoside A3",0.936187564,0.697858557,"Not Specific","Not Specific"
"1500","N1940","Tanshinone IIA---sulfonic sodium",1.003058104,0.738168076,"Not Specific","Not Specific"
"1501","N1941","Butane diacid",0.918246687,0.752024474,"Not Specific","Not Specific"
"1502","N1942","Benzoylmesaconitine",0.849745158,0.830124168,"Not Specific","Not Specific"
"1503","N1943","Benzoylhypaconitine",0.991641182,0.735648731,"Not Specific","Not Specific"
"1504","N1945","Isoquercitrin;Isoquercetin; Isoquercitroside",1.110703364,0.901925499,"Not Specific","Not Specific"
"1505","N1949","Panaxtriol",0.996534149,0.940975346,"Not Specific","Not Specific"
"1506","N1953","Polyphyllin B",0.26911315,0.220442685,"Not Specific","Not Specific"
"1507","N1957","Fraxin (Fraxoside; Paviin)",1.112334353,0.968688141,"Not Specific","Not Specific"
"1508","N1958","Galangin;3,5,7-Trihydroxyflavone",0.978593272,0.978765521,"Not Specific","Not Specific"
"1509","N2019","Crassicauline A",1.065035678,0.986323556,"Not Specific","Not Specific"
"1510","N2021","Alisol A",1.159633028,1.000179953,"Not Specific","Not Specific"
"1511","N2024","Rhoifolin",0.980224261,0.943494691,"Not Specific","Not Specific"
"1512","N2029","Isoshaftoside",1.014475025,0.900665827,"Not Specific","Not Specific"
"1513","N2031","Piceatannol",0.913353721,0.937196329,"Not Specific","Not Specific"
"1514","N2032","Aristolochic Acid A",0.980224261,0.969947814,"Not Specific","Not Specific"
"1515","N2037","pteryxin",1.135168196,0.857836962,"Not Specific","Not Specific"
"1516","N2053","Catharanthine Sulfate",0.892150866,0.852798272,"Not Specific","Not Specific"
"1517","N2060","12-O-tetradecanoyl phorbol-13-acetate (PMA)",0.813863405,0.949793054,"Not Specific","Not Specific"
"1518","N2075","Folic acid",0.934556575,0.991362246,"Not Specific","Not Specific"
"1519","N2076","Berberine Sulfate",0.733944954,1.175274429,"Specific","Not Specific"
"1520","N2077","Tangeretin",1.00795107,0.913262552,"Not Specific","Not Specific"
"1521","N2081","Tiliroside",0.988379205,0.86665467,"Not Specific","Not Specific"
"1522","N2082","Schaftoside",0.905198777,1.012776678,"Not Specific","Not Specific"
"1523","N2085","L-Theanine",0.859531091,1.003958971,"Not Specific","Not Specific"
"1524","N2086","Olaquindox",0.955759429,1.041749145,"Not Specific","Not Specific"
"1525","N2088","Oleandrin",1.027522936,0.935936656,"Not Specific","Not Specific"
"1526","N2089","Berberrubine",1.229765545,0.822566133,"Not Specific","Not Specific"
"1527","N2091","(+)- Corydaline",0.818756371,0.877991722,"Not Specific","Not Specific"
"1528","N2094","Pinocembrin",1.020998981,0.869174015,"Not Specific","Not Specific"
"1529","N2095","Trans-Anethole",0.978593272,1.010257333,"Not Specific","Not Specific"
"1530","N2109","Acacetin",1.2509684,1.02915242,"Not Specific","Not Specific"
"1531","N2117","3-n-Butylphathlide",0.854638124,1.077019975,"Not Specific","Not Specific"
"1532","N2122","7-Epitaxol",0.733944954,0.797372683,"Not Specific","Not Specific"
"1533","N2126","Pterostilbene",0.988379205,0.835162858,"Not Specific","Not Specific"
"1534","N2130","Tetrahydroberberine,THB",0.950866463,1.017815368,"Not Specific","Not Specific"
"1535","N2131","Wedelolactone",1.003058104,0.885549757,"Not Specific","Not Specific"
"1536","N2133","7-Ethyl-10-hydroxycamptothecin",0.636085627,0.716753644,"Not Specific","Not Specific"
"1537","N2134","Acetate gossypol",1.14332314,0.81626777,"Not Specific","Not Specific"
"1538","N2135","Gossypol",0.986748216,0.854057945,"Not Specific","Not Specific"
"1539","N2156","1,2,3,4,6-pentagalloylglucose",1.078083588,0.820046788,"Not Specific","Not Specific"
"1540","N2159","Eupatilin",0.813863405,0.865394997,"Not Specific","Not Specific"
"1541","N2172","5,7-dihydroxychromone",1.2509684,1.032931438,"Not Specific","Not Specific"
"1542","N2175","Silicristin",1.237920489,0.879251395,"Not Specific","Not Specific"
"1543","N2176","Silydianin",1.281957187,0.904444844,"Not Specific","Not Specific"
"1544","N2182","Harmine hydrochloride",1.087869521,0.855317617,"Not Specific","Not Specific"
"1545","N2186","Vaccarin",1.034046891,0.909483534,"Not Specific","Not Specific"
"1546","N2189","Sinomenine Hydrochloride",0.999796126,0.901925499,"Not Specific","Not Specific"
"1547","N2193","(R) Ginsenoside Rh2",1.030784913,1.003958971,"Not Specific","Not Specific"
"1548","N2200","Cucurbitacin Ⅱb",0.911722732,0.901925499,"Not Specific","Not Specific"
"1549","N2201","Cucurbitacin Ⅱa",0.867686035,0.940975346,"Not Specific","Not Specific"
"1550","N2203","Fargesin",1.141692151,0.854057945,"Not Specific","Not Specific"
"1551","N2205","2-Atractylenolide",1.127013252,0.946014036,"Not Specific","Not Specific"
"1552","N2206","Mollugin",1.242813456,0.865394997,"Not Specific","Not Specific"
"1553","N2224","Dictamnine",1.141692151,0.859096635,"Not Specific","Not Specific"
"1554","N2226","Lysionotin",1.286850153,0.838941875,"Not Specific","Not Specific"
"1555","N2227","Liquidambaric acid",1.164525994,0.909483534,"Not Specific","Not Specific"
"1556","N2230","Kaempferol-3-rutinoside",1.127013252,0.874212705,"Not Specific","Not Specific"
"1557","N2235","Levistilide A",0.932925586,0.901925499,"Not Specific","Not Specific"
"1558","N2237","Oroxin B",1.069928644,0.980025193,"Not Specific","Not Specific"
"1559","N2241","Polygalaxanthone III",1.042201835,0.995141263,"Not Specific","Not Specific"
"1560","N2250","Vinorelbine",0.448521916,0.755803491,"Specific","Not Specific"
"1561","N2256","vinblastine",0.32293578,0.706676264,"Specific","Not Specific"
"1562","N2258","Lannaconitine",0.802446483,0.862875652,"Not Specific","Not Specific"
"1563","N2261","Orcinol glucoside",0.857900102,0.909483534,"Not Specific","Not Specific"
"1564","N2275","Protopine",0.808970438,0.83642253,"Not Specific","Not Specific"
"1565","N2276","3,4-Dihydroxybenzaldehyde",0.857900102,0.82130646,"Not Specific","Not Specific"
"1566","N2282","Umbelliferone",0.851376147,0.929638294,"Not Specific","Not Specific"
"1567","N2287","Apigenin-7-O-β-D-glucopyranoside",0.901936799,0.859096635,"Not Specific","Not Specific"
"1568","N2297","Syringic acid",0.903567788,0.938456001,"Not Specific","Not Specific"
"1569","N2301","Allantoin",0.885626911,1.015296023,"Not Specific","Not Specific"
"1570","N2302","Hydroxytyrosol",0.98185525,1.005218643,"Not Specific","Not Specific"
"1571","N2307","D-Pinitol",0.978593272,0.923339932,"Not Specific","Not Specific"
"1572","N2309","Eriodictyol",0.929663609,0.906964189,"Not Specific","Not Specific"
"1573","N2312","Koumine",1.14332314,0.896886809,"Not Specific","Not Specific"
"1574","N2320","Loganic acid",1.19714577,0.883030412,"Not Specific","Not Specific"
"1575","N2322","Brazilin",1.218348624,0.83138384,"Not Specific","Not Specific"
"1576","N2324","Curculigoside",1.086238532,0.87169336,"Not Specific","Not Specific"
"1577","N2328","Scoparone",1.092762487,0.894367464,"Not Specific","Not Specific"
"1578","N2334","Dehydrocostus Lactone",1.140061162,0.913262552,"Not Specific","Not Specific"
"1579","N2337","Gramine",0.976962283,0.932157639,"Not Specific","Not Specific"
"1580","N2355","Madecassic acid",1.00795107,0.947273709,"Not Specific","Not Specific"
"1581","N2371","Naringin",1.122473246,0.819464034,"Not Specific","Not Specific"
"1582","N2408","Genipin",0.981688466,0.774330042,"Not Specific","Not Specific"
"1583","N2427","Echinatin",1.289892985,0.751763047,"Not Specific","Not Specific"
"1584","N2471","Berbamine hydrochloride",0.91510107,0.857545839,"Not Specific","Not Specific"
"1585","N2508","Dauricine",0.918906064,0.747531735,"Not Specific","Not Specific"
"1586","N2571","Forsythoside A",1.092033294,0.761636107,"Not Specific","Not Specific"
"1587","N2591","10-Hydroxycamptothecin",0.941736029,0.624823695,"Not Specific","Specific"
"1588","N2734","Glucosamine sulfate",1.179548157,0.91819464,"Not Specific","Not Specific"
"1589","N2788","Trigonelline",1.322235434,0.8674189,"Not Specific","Not Specific"
"1590","N2379","Caffeine",1.021640904,1.033850494,"Not Specific","Not Specific"
"1591","N2410","Macranthoidin B",1.162425684,1.119887165,"Not Specific","Not Specific"
"1592","N2431","Danshensu",1.265160523,1.186177715,"Not Specific","Not Specific"
"1593","N2473","Neosperidin dihydrochalcone",1.185255648,1.125528914,"Not Specific","Not Specific"
"1594","N2524","5,15-Diacetyl-3-benzoyllathyrol",1.293697979,1.133991537,"Not Specific","Not Specific"
"1595","N2576","Neferine",0.945541023,1.225669958,"Not Specific","Not Specific"
"1596","N2655","Schisantherin A",1.209988109,1.227080395,"Not Specific","Not Specific"
"1597","N2758","Aucubin",0.955053508,1.22425952,"Not Specific","Not Specific"
"1598","N2795","Glycyrrhetinic acid",0.911296076,1.08180536,"Not Specific","Not Specific"
"1599","N2381","Lithospermoside",1.015933413,1.007052186,"Not Specific","Not Specific"
"1600","N2417","Licochalcone A",1.128180737,1.002820874,"Not Specific","Not Specific"
"1601","N2444","Ethyl ferulate",1.154815696,1.1325811,"Not Specific","Not Specific"
"1602","N2476","Agrimol B",0.911296076,1.456981664,"Not Specific","Not Specific"
